搜尋詞,Rank,coupom,relevancy ,tf-idf,relevancy ,semantic_model,relevancy 
紫外線消毒,10,"次綠康 車內用除菌液 350ml + 60ml x 2瓶 + 安全帽用除菌液 60ml x 2瓶, 2組",2,"DEPTH9 紫外線消毒空間掃描儀, G27-4",2,"清潔一消毒器UV01, UV01",2
綜合維他命,1,"Centrum 善存 女性綜合維他命, 120顆, 1盒",2,"綜合維他命, 200ml, 1盒",2,"綜合維他命活力飲+維他命錠組, 30入, 1盒",2
綜合維他命,2,"大研生醫 綜合維他命緩釋膜衣錠, 60顆, 1罐",2,"每日綜合維他命, 60顆, 1罐",2,"綜合維他命 30入, 90克, 2盒",2
綜合維他命,3,"Centrum 善存 男性綜合維他命, 120顆, 1盒",2,"Solgar 綜合維他命B, 3個, 100 入",2,"綜合維他命, 200ml, 1盒",2
綜合維他命,4,"DHC 活力綜合維他命 30日份, 30顆, 3包",2,"SOLGAR 綜合維他命B膠囊, 1個, 100 入",2,"綜合維他命保健錠 25.8g, 30片, 1個",2
綜合維他命,5,"Centrum 善存 銀寶善存50+ 女性綜合維他命, 120錠, 1罐",2,"德國綜合維他命飲, 1盒, 350ml",2,"日夜綜合維他命, 60顆, 1盒",2
綜合維他命,6,"NutriD-Day Gold優質綜合維他命補充錠, 90顆, 1罐",2,"MASON natural 綜合維他命, 1組, 100顆",2,"綜合維他命錠 1500mg, 30包, 2盒",2
綜合維他命,7,"大研生醫 綜合維他命緩釋膜衣錠, 60顆, 2罐",2,"Bluebonnet 綜合維他命素食膠囊, 1個, 30 件",2,"男性綜合維他命礦物質保健食品, 90片, 1個",2
綜合維他命,8,"BLACKMORES 澳佳寶 綜合維他命強效配方膠囊, 30顆, 1罐",2,"Bluebonnet 綜合維他命素食膠囊, 1個, 60 件",2,"維他命活力錠, 60顆, 1盒",2
綜合維他命,9,"DHC 活力綜合維他命 30日份, 30顆, 1包",2,"Solgar 綜合維他命B膠囊, 1個, 250 入",2,"Vitamin House 綜合維他命錠, 60顆, 1罐",2
綜合維他命,10,"Centrum 善存 男性綜合維他命, 120顆, 2盒",2,"SOLGAR 綜合維他命B膠囊, 2罐, 100顆",2,"Vitamin House 女性綜合維他命, 1罐, 90顆",2
美足,1,"玩美日記 去角質美足靴 20ml, 2入, 1組",2,"美足去角質護理 8件組, 1套",2,"美足去角質板 2入組, 6組",2
美足,2,"MY SCHEMING 我的心機 去皮嫩膚黑足膜, 30ml, 1雙, 2包",2,"美足去角質板 2入組, 1套",2,"美足去角質板 2入組, 5組",2
美足,3,"BEAUTYFOOT 去角質足膜 大尺寸, US 9-13, 30ml, 2入, 2盒",2,"美足去角質板 2入組, 3組",2,"美足去角質板 2入組, 3組",2
美足,4,"BEAUTYFOOT 去角質足膜, 25ml, 1雙, 1盒",2,"美足去角質板 2入組, 4組",2,"美足去角質板 2入組, 4組",2
美足,5,"Baby Foot 寶貝腳 還原滑嫩美足高保濕霜, 100g, 1條",2,"美足去角質板 2入組, 6組",2,"plu 完美足部去角質板+修護足霜 100g, 4套",2
美足,6,"BEAUTYFOOT 去角質足膜 大尺寸, US 9-13, 30ml, 2入, 1盒",2,"美足去角質板 2入組, 5組",2,"美好生活足浴, 1個, 02型綠色",2
美足,7,"BEAUTYFOOT 去角質足膜, 25ml, 1雙, 2盒",2,"美足去角質板 2入組, 2組",2,"美好生活足浴, 1個, 03型灰色",2
美足,8,"玩美日記 去角質美足靴 20ml, 2入, 3組",2,"4in1 去角質美足刷, 單品, 1個",2,"美好生活足浴, 1個, 02型黃色",2
美足,9,"MY SCHEMING 我的心機 去皮嫩膚黑足膜, 30ml, 1雙, 7包",2,"美足去角質器 C款 228g, 1個, 1件",2,"玩美日記 去角質美足靴 20ml, 2入, 3組",2
美足,10,"Baby Foot 寶貝腳 還原滑嫩美足高保濕霜, 100g, 2條",2,"美足去角質器 B款 228g, 1個, 1件",2,"美好生活足浴, 1個, type03粉色",2
美體乳,1,"雪芙蘭 經典滋養乳液, 300ml, 3瓶",2,"NIVEA 妮維雅 美體緊膚乳液, 1瓶, 500ml",2,"FARMONA 緊緻身體乳 200ml+雕塑身體乳 200ml, 1組",2
美體乳,2,"KUNDAL 昆黛爾 蜂蜜澳洲堅果保濕潤膚乳 White Musk, 500ml, 2瓶",2,"CHOBS 迷你美體儀 粉紅色, 1 個",2,"魅力香氛身體乳, 1條, 140g",2
美體乳,3,"PAUL MEDISON 經典香氛身體乳 White Musk, 1077ml, 1瓶",2,"NIVEA 妮維雅 美體緊膚乳液, 400ml, 1瓶",2,"FRUDIA 友肌舒果 美體精華乳 蜜桃香, 200ml, 6條",2
美體乳,4,"W.DRESSROOM 保濕香氛身體乳 No.97 April Cotton, 500ml, 2瓶",2,"美體保濕凝膠手套+襪子 紫色, 500g, 1組",2,"SYNODIA 江原道馬鈴薯保濕身體乳, 2個",2
美體乳,5,"伊麗莎白雅頓綠茶身體乳套組, 200ml, 2入",2,"KeSHO 美體刀 五刀片, 3支, 1包",2,"SYNODIA 江原道馬鈴薯保濕身體乳, 4個",2
美體乳,6,"CLIVEN 香草森林 Q10拉提緊實再生霜, 200ml, 1罐",2,"巴西蜜蠟美體修容器 黑色, 1入",2,"FRUDIA 美體滋潤精華乳 蜜桃香, 200ml, 5個",2
美體乳,7,"KUSSEN 葵森 益菌潤膚乳液, 120ml, 1條",2,"JULYME 香氛美體髮妝噴霧, 100ml, 1個",2,"SYNODIA 江原道馬鈴薯保濕身體乳, 1組",2
美體乳,8,"jmella 迪士尼公主聯名乳液 蘋果香, 1瓶, 500ml",2,"巴西蜜蠟美體修容器 藍色, 1入",2,"芳香保濕身體乳 白桃款, 350ml, 1個",2
美體乳,9,"jmella 花園舞會香氛身體乳液, No.01 Blooming Peony, 500ml, 1瓶",2,"KOKORO 美體平衡乳霜, 1個, 59ml",2,"雪芙蘭 牛奶胜肽美膚身體乳 美白, 300g, 10瓶",2
美體乳,10,"amalfi 綜合VIT全方位多功能乳, 500ml, 3瓶",2,"BARBER501 女士美體修容膏, 300ml, 1個",2,"FRUDIA 友肌舒果 美體精華乳 蜜桃香, 200ml, 3條",2
花草茶,1,"CELESTIAL SEASONINGS 詩尚草本 草本綜合茶, 1盒",2,"CHARMNARIN 綜合花草茶包禮盒 1號+提袋組, 伯爵茶+洋甘菊茶+薄荷草本茶, 1組",2,"綜合花草茶茶包 2g 4款組 4入組, 16包",2
花草茶,2,"Magnet 曼寧 有機蜜蘋舒緩茶, 2g, 20入, 1盒",2,"ANASSA 花草茶, 20克, 1個",2,"袋裝綜合花草茶茶包, 1g, 30個",2
花草茶,3,"Magnet 曼寧 有機檸香康福茶, 2g, 20入, 1盒",2,"特選綜合花草茶三角茶包瓶裝, 1克, 7件",2,"特選綜合花草茶三角茶包瓶裝, 1克, 7件",2
花草茶,4,"Magnet 曼寧 健康花草薰衣花茶, 1.5g, 15包, 2盒",2,"ANASSA 花草茶, 1g, 10包, 1盒",2,"SSANGGYE 花草茶, 40克, 1包, 1包",2
花草茶,5,"Stassen 司迪生 洋甘菊茶 防潮包, 1.2g, 25包, 1盒",2,"Lipton 立頓 花草茶 好日茶, 2.1g, 13入, 1包",2,"yogi 洋甘菊花草茶茶包, 16件, 1.5克",2
花草茶,6,"Magnet 曼寧 洋甘菊茶, 1.5g, 15包, 2盒",2,"Lipton 立頓 花草茶 清衡茶, 2.1g, 13入, 1包",2,"草本花茶, 150g, 1入, 1包, 金銀花",2
花草茶,7,"午茶夫人 薰衣草舒眠茶包, 2g, 10包, 1袋",2,"VICTORIA 綜合花草茶三角茶包禮盒組 1號, 6種茶, 1組",2,"Tea Canne 香草茶禮品套組, 薄荷20入+香草博士茶20入+洋甘菊茶20入, 1組",2
花草茶,8,"RIDGWAYS 里奇威 清新薄荷茶, 1.5g, 20包, 1盒",2,"OSULLOC 月光花草茶, 1.5g, 10包, 1盒",2,"Allmutter 花草茶茶包3款禮盒組, 檸檬草+洋甘菊+博士茶, 1組",2
花草茶,9,"Magnet 曼寧 玫瑰蜜桃水果茶, 2g, 15包, 2盒",2,"SWEET LULLABY花草茶, 50g, 1罐",2,"優質洋甘菊花草茶包, 1g, 25包, 1罐",2
花草茶,10,"京盛宇 無咖啡因 幸福 玫瑰與洛神花茶, 4g, 10包, 3袋",2,"Health King 花草茶, 20件, 1.8克",2,"瓶裝花草茶禮盒組 C號 大瓶裝+迷你瓶裝 4款, 洋甘菊茶25g+木槿茶23g+博士茶27g+玫瑰果茶27g+迷迭香茶18g, 1組",2
葡萄糖,1,"ILKWANG 青葡萄糖, 2kg, 2包",2,"葡萄糖粉, 1個, 2kg",2,"華米葡萄糖, 1kg, 3個",2
葡萄糖,2,"NUTRIKRAFT 能量補充葡萄糖, 272g, 1包",2,"加鹽葡萄糖, 100顆, 1個",2,"藍銀水合結晶葡萄糖, 2kg, 2個",2
葡萄糖,3,"LOTTE 樂天 青葡萄果汁糖, 153g, 3袋",2,"TUREBAN 葡萄糖, 1個, 1kg",2,"藍銀水合結晶葡萄糖, 2kg, 3個",2
葡萄糖,4,"NUTRIKRAFT運動補充葡萄糖錠, 40顆, 1罐",2,"KAL 葡萄糖片, 60顆, 1罐",2,"糖漿 麝香葡萄味 8顆, 1盒",2
葡萄糖,5,"NUTRIKRAFT 能量補充葡萄糖, 272g, 2包",2,"軟骨素葡萄糖胺錠, 60顆, 1罐",2,"葡萄糖錠 水蜜桃味, 1盒, 660g",2
葡萄糖,6,"National Vita 顧可飛 葡萄糖胺薑黃軟骨素 Biocell+FYC 25專利升級配方, 946ml, 1瓶",2,"葡萄糖錠 藍莓口味, 90顆, 1罐",2,"營養葡萄乾, 1kg, 5個",2
葡萄糖,7,"HEALTHDAY 100粒葡萄糖片, 1個, 100顆, 70g",2,"華米葡萄糖, 1kg, 3個",2,"營養葡萄乾, 1kg, 6個",2
葡萄糖,8,"LOTTE 樂天 青葡萄果汁糖, 153g, 6包",2,"葡萄糖錠 藍莓口味, 90顆, 2罐",2,"營養葡萄乾, 1kg, 2個",2
葡萄糖,9,"good Life 得意人生 複方葡萄糖胺+MSM+II型膠原蛋白 膜衣錠, 60顆, 1罐",2,"葡萄糖錠 藍莓口味, 90顆, 3罐",2,"TUREBAN 葡萄糖, 1個, 1kg",2
葡萄糖,10,"National Vita 顧可飛 葡萄糖胺薑黃軟骨素 Biocell+FYC 25專利升級配方, 946ml, 2瓶",2,"葡萄糖錠 藍莓口味, 90顆, 4罐",2,"康健生機 紅寶石葡萄乾, 380g, 3罐",2
葡萄蒟蒻,1,"盛香珍 Dr.Q葡萄蒟蒻, 265g, 3袋",2,"盛香珍 蒟蒻習慣 葡萄, 180g, 6包",2,"低卡蒟蒻果凍飲 葡萄口味 7包, 1050g, 3袋",2
葡萄蒟蒻,2,"Jelly.B 低卡蒟蒻果凍 紫葡萄味, 150g, 10包",2,"盛香珍 蒟蒻習慣 葡萄, 180g, 30包",2,"低卡蒟蒻果凍飲 青葡萄口味 10包入, 1.3kg, 1盒",2
葡萄蒟蒻,3,"盛香珍 蒟蒻習慣 葡萄, 180g, 6包",2,"青葡萄低卡蒟蒻果凍飲, 150ml, 10包",2,"青葡萄低卡蒟蒻果凍飲, 150ml, 30包",2
葡萄蒟蒻,4,"Jelly.B 低卡蒟蒻果凍 青葡萄味, 150g, 10包",2,"盛香珍 蒟蒻習慣 葡萄, 180g, 12包",2,"低卡蒟蒻果凍飲 青葡萄口味 7包, 1050g, 1盒",2
葡萄蒟蒻,5,"盛香珍 Dr.Q葡萄蒟蒻, 265g, 5袋",2,"青葡萄低卡蒟蒻果凍飲, 150ml, 30包",2,"低卡蒟蒻果凍飲 青葡萄口味 7包, 1050g, 2盒",2
葡萄蒟蒻,6,"CHEERSJELLY 舉杯低卡 蒟蒻凍 葡萄 6入, 396g, 1盒",2,"盛香珍 蒟蒻習慣 葡萄, 180g, 24包",2,"低卡蒟蒻果凍飲 葡萄柚口味 7包, 1050g, 2盒",2
葡萄蒟蒻,7,"WEIDER 威德 in果凍能量飲 白葡萄口味, 180g, 24包",2,"盛香珍 蒟蒻習慣 白桃蒟蒻, 180g, 6包",2,"低卡蒟蒻果凍飲 葡萄柚口味 7包, 1050g, 1盒",2
葡萄蒟蒻,8,"Tarami 達樂美 吸果凍 白葡萄, 150g, 3包",2,"ORIHIRO 蒟蒻果凍飲 麝香葡萄口味, 8個",2,"Royal Family 皇族 奇亞籽蒟蒻果凍 葡萄, 160g, 5袋",2
葡萄蒟蒻,9,"盛香珍 蒟蒻習慣 葡萄, 180g, 12包",2,"盛香珍 蒟蒻習慣 葡萄, 180g, 18包",2,"Royal Family 皇族 奇亞籽蒟蒻果凍 葡萄, 160g, 6袋",2
葡萄蒟蒻,10,"Jelly.B 低卡蒟蒻果凍 青葡萄味, 150g, 20包",2,"盛香珍 蒟蒻習慣 葡萄, 180g, 36包",2,"低卡蒟蒻果凍飲 葡萄柚口味 7包, 1050g, 3盒",2
衣服收納箱,1,"comet 牛津布衣物收納箱, 海軍藍色, 4個",2,"comet PVC手拉式衣服收納箱, 單色, 3個",2,"7格多功能衣物收納箱 L號 2入, 白色 2p",2
衣服收納箱,2,"comet 可疊式3層收納箱 390 x 285 x 540mm, 灰色, 1個",2,"羽絨被收納箱+立式收納箱, 1套",2,"雙開口衣物收納箱 XL號, 海軍, 1個",2
衣服收納箱,3,"comet 大容量牛津布收納箱, 灰色, 2個",2,"衣服收納板, 10個",2,"衣物收納箱 L號, 灰色, 1個",2
衣服收納箱,4,"comet 牛津布衣物收納箱, 海軍藍色, 2個",2,"衣物收納箱, 綠色, 3個",2,"現代簡約內衣收納箱 粉色, 1入",2
衣服收納箱,5,"百特兔 棉麻附蓋收納箱 L, 3個",2,"按扣型衣服收納袋, 灰色",2,"鳳梨圖案衣物收納箱 3入, 1個",2
衣服收納箱,6,"comet 大容量牛津布衣物收納箱 100L, 灰色, 3個",2,"衣服收納盒, 大灰, 4入",2,"衣物分格收納箱 灰色, 1個",2
衣服收納箱,7,"YODA 優的寶貝 救援小英雄波力收納箱, AMBER, 1個",2,"Limon 衣服收納盒, 白色的, 1個",2,"comet 牛津布衣物收納箱, 灰色, 4個",2
衣服收納箱,8,"D O Sell 網眼分格式櫥櫃收納盒, 灰色, 2個",2,"多用途衣物收納箱, 混色, 1個",2,"雙開2用可折疊衣物透窗收納箱 XL號, 灰色的, 1個",2
衣服收納箱,9,"棉被衣物收納箱 100L, 2個, 灰色",2,"CASAMARU 衣服收納板, 10個",2,"衣物收納箱 M號, 粉色的, 1個",2
衣服收納箱,10,"Joeun Living 摺疊收納箱 56L, 灰色, 2入",2,"OLIVING 衣服收納袋 L號, 2入, 灰色",2,"吊掛式4格衣物收納箱RD_126 粉色, 1個",2
複合膠囊,1,"BLACKMORES 澳佳寶 綜合維他命強效配方膠囊, 30顆, 2罐",2,"B-50複合膠囊, 100顆, 1罐",2,"複合維生素, 3罐, 70克",2
複合膠囊,2,"HAC 永信藥品 綜合維他命軟膠囊, 100顆, 1罐",2,"TWINLAB 複合膠囊, 100顆, 1罐",2,"THOMPSON 多合一複合維生素膠囊, 60 件, 1個",2
複合膠囊,3,"Richvita 利捷維 有酵女性綜合維生素+鐵, 60顆, 1罐",2,"naturalplus 益生菌複合膠囊, 60顆, 1盒",2,"膠原蛋白多種維生素膠囊安瓶 7入, 1個, 2.8克",2
複合膠囊,4,"BLACKMORES 澳佳寶 綜合維他命強效配方膠囊, 30顆, 1罐",2,"naturalplus 益生菌複合膠囊, 60顆, 2盒",2,"保佳兆 螫合鐵複合膠囊, 60顆, 1罐",2
複合膠囊,5,"DHC 活力綜合維他命 30日份, 30顆, 1包",2,"naturalplus 益生菌複合膠囊, 60顆, 3盒",2,"DF 膠原蛋白綜合維他膠囊安瓿 30p, 12克, 1個",2
複合膠囊,6,"Nature Made 萊萃美 葉黃素複合軟膠囊 20mg, 150顆, 1罐",2,"naturalplus 益生菌複合膠囊, 60顆, 4盒",2,"共軛亞油酸纖活膠囊, 30顆, 7盒",2
複合膠囊,7,"達摩本草 複合專利薑黃素膠囊, 30顆, 1包",2,"Nature's Way 鎂複合膠囊, 1組, 100顆",2,"日夜綜合維他命, 60顆, 1盒",2
複合膠囊,8,"Daewoong 大熊製藥 奶薊紅麴複合膠囊, 30顆, 3盒",2,"Jangdaewon 海帶芽複合膠囊, 30顆, 1盒",2,"複合維生素C膠囊 500mg, 1個, 60 件",2
複合膠囊,9,"SOLGAR Ester-C Plus檞皮素複合素食膠囊, 1罐, 100顆",2,"CARLYLE B-100 複合膠囊, 1個, 250顆",2,"B-50複合膠囊, 100顆, 1罐",2
複合膠囊,10,"nutricost 左旋肉鹼酒石酸鉀鈉膠囊 1000mg, 240顆, 1罐",2,"PROGRESSIVE LABORATORIES MSM複合膠囊, 180顆, 1罐",2,"NEWCHAPTER 男士綜合維他命錠, 1個, 72顆",2
視訊機,1,Hejhome 智能家居相機 Pro/Pro Plus專用造型保護套,2,,2,"FHD ProCAM視訊鏡頭, PROCAM01",2
視訊機,2,"僅限 TCL 電視遙控器, RC813",2,,2,"PENGCA 4百萬像素網路視訊鏡頭, PCWEB400",2
視訊機,3,"Home Planet 網路視訊攝影機內建麥克風, HCAM01Q",2,,2,"新款 1080 全高清電腦攝像機 LS-F36, 單色",2
視訊機,4,"Munchie Deco 資訊板白色 Q2 302, 閉路電視錄製, 1個",2,,2,"Coms LED 燈 FHD 1080P 廣視角 內置麥克風 網絡攝像頭 AU919, 混色",2
視訊機,5,"優質 RCA 電視同軸電纜白色 20m, SOLTOP-626",2,,2,"COMMAX 康邁世 智慧顯示器門鈴 藍色 CAV-43M+玄關視訊攝影鏡頭 DRC-4Y, CAV-43M(可視電話)+DRC-4Y(玄關攝影機)",2
視訊機,6,"Cocomart ABS 智能手機屏幕放大器 白色 295 x 195 x 9 mm, 1個",2,,2,"PENGCA 電腦視訊鏡頭, 400萬像素PCWEB400",2
視訊機,7,"Bunky Deco Q2 附加方形信息標誌 045 黑色 2 件套, 1套, 閉路電視錄像、Wi-Fi ID 和密碼",2,,2,"logitech 羅技 logitech 羅技 FHD電腦視訊鏡頭, VU0054, 黑色",2
視訊機,8,"NEXT 1對4merit HDMI監視器分配器-0104merit SP4merit K, 單品",2,,2,"創藍內視鏡攝影機 BS-108E, 1個",2
視訊機,9,"Coms Android 谷歌播放 YouTube Netflix 觀看 4K 電視盒, EL564",2,,2,"DICOTA Webcam Pro 全高清攝像機, D31804, 混色",2
視訊機,10,"NEXT 閉路電視BNC視頻降噪和浪湧保護器, NEXT-001HDGL, 1個",2,,2,"VSTARCAM 網絡攝像機, WNA-PC100, 混色",2
觸壓,1,"World Clean 神奇五聯壓縮機, 1個, 灰色",2,,2,"Hi-Mo Regain 敏感觸控筆, 單色, 1個",2
觸壓,2,"Luarmo 泡泡舒壓板, 恐龍",2,,2,"Ethin 超細智能手機觸控筆, 黑色的, 1個",2
觸壓,3,"Bonaem 植物造型壓克力筆筒, 混合顏色, 1個",2,,2,"Coms Mart盤式觸控筆電容式智能手機觸控筆ID224, 單色, 1個",2
觸壓,4,"World Clean 經典通用壓縮機, 1支",2,,2,"觸摸手柄黑色, 3個",2
觸壓,5,"Bonaem 動物造型壓克力筆筒, 混合顏色, 1個",2,,2,"I WORLD SAFETECH 智能手機觸摸筆組合自我提交的潛艇, 1支",2
觸壓,6,"彩色指壓墊 2入, 混色",2,,2,"觸摸手指多功能棒 3p 黑色, 1個",2
觸壓,7,"Bonaem 動物造型壓克力筆筒, 混合顏色, 1個",2,,2,"海進非接觸式電梯按鈕安全棒觸摸筆便攜式電梯棒, 8個",2
觸壓,8,"David Toy 減壓玩具 Fidget Go Soda, 混色",2,,2,"Hope 超細智能手機觸控筆, 銀, 1個",2
觸壓,9,"David Toy 減壓玩具 Fidget Go Corn, 混色",2,,2,"擁有一切智能手機超細觸控筆, 銀, 1個",2
觸壓,10,"遼輥迴轉輥, 1組",2,,2,"多用途手指非接觸棒 4p 粉色, 1個",2
護肩,1,"MANIPOL 護肩, 1個",2,"護肩, 2個",2,"護肩, 5個",2
護肩,2,"護肩 CM-7550, 1個",2,"護肩, 1入",2,"柔軟右肩護肩 黑色 CM-7754, 3個",2
護肩,3,"右側護肩 CM-7754 黑色, 1入",2,"護肩, 4個",2,"柔軟右肩護肩 黑色 CM-7754, 6個",2
護肩,4,"壓力護肩 左肩款, 1入",2,"護肩, 6個",2,"護肩(右) QN-84-2 黑色, 1個",2
護肩,5,"Leehansun LivingScience 老虎護肩 L, 1個",2,"護肩, 5個",2,"富鴨肩雙肩墊護肩灰黑色, 1個",2
護肩,6,"右側護肩 CM-7754 黑色, 1個",2,"黑色護肩, 1個",2,"護肩, 6個",2
護肩,7,"ECOLIZ 護肩 左右手通用款 XL號, 1組",2,"護肩 黑色, 1個",2,"富鴨肩壓力調節雙墊護肩黑色, 1個",2
護肩,8,"D&M 壓縮護肩帶(右), 1個",2,"黑色護肩, 2個",2,"經典護肩帶 右邊, 單色",2
護肩,9,"護肩 K款, 1組",2,"黑色護肩, 3個",2,"運動肩帶護肩墊左黑色, 2個",2
護肩,10,"I.M. Tiger Sports 護肩, 1件",2,"黑色護肩, 4個",2,"護肩帶 隨機出貨, 2個",2
護足襪,1,"護足後跟襪 4雙, 1套",2,,2,"護足後跟襪 4雙, 1套",2
護足襪,2,"護足後跟襪, 2件",2,,2,"護足後跟襪, 2件",2
護足襪,3,Honey LuLu 咖啡炭紗消臭透氣機能襪 M女,2,,2,FOOTINSOLE.COM 足部保濕護理襪 3雙,2
護足襪,4,Honey LuLu 咖啡碳紗氣墊足弓1/2襪 C400,2,,2,"後腳跟保濕護足套 2入+船型襪護足套 半透明, 3入, 1組",2
護足襪,5,"GANJIatHOME 軟跟護理半筒襪03灰色, 2件, 1個",2,,2,"基本款襪子型護踝 S/M號 膚色 2入, 1個",2
護足襪,6,"Momo Monster Moisturizing Gel 保濕襪 黑色襪子套組, 1組, 1雙",2,,2,"Life Plus Foot Care 足跟保濕墊襪子灰色, 1雙, 8組",2
護足襪,7,"Iluminage 嫩膚襪 M/L, 1個",2,,2,"Life Plus Foot Care 足跟保濕墊襪子粉色, 4組, 1雙",2
護足襪,8,"So Softy 矽膠保濕襪 粉色 均碼, 2 件, 1盒",2,,2,"Unsome 運動護踝襪 3 雙裝, 黑紅",2
護足襪,9,"Feet Life Oil 保濕襪粉色, 1組, 1雙",2,,2,"Life Plus Foot Care 足跟保濕墊襪子粉色, 20套, 1個",2
護足襪,10,"MURO 無路 腳跟保護襪套, 2件, 1個",2,,2,"Life Plus Foot Care 足跟保濕墊襪子灰色, 1雙, 16套",2
辣椒,1,"金蘭 剝皮辣椒, 450g, 2罐",2,"辣椒醬, 1kg, 1瓶",2,"多用途紅辣椒串2kg, 單色, 1個",2
辣椒,2,"金太子 蒜蓉朝天辣椒, 240g, 1罐",2,"Sempio 膳府 青陽辣椒紅辣椒醬, 500g, 1盒",2,"袋裝辣椒醬, 2kg, 1組",2
辣椒,3,"福松 脫皮辣椒, 450g, 3罐",2,"金博家 辣椒先生 經典剝皮辣椒, 170g, 3包",2,"辣椒醬, 600g, 3瓶",2
辣椒,4,"金太子 朝天辣椒, 240g, 2罐",2,"辣椒醬, 600g, 1瓶",2,"辣椒醬, 600g, 6瓶",2
辣椒,5,"向記 狠辣辣椒醬, 150g, 1罐",2,"可可辣椒, 200g, 2個",2,"辣椒醬, 600g, 5瓶",2
辣椒,6,"House 好侍 七味辣椒粉, 18g, 2瓶",2,"辣椒醬, 600g, 2瓶",2,"辣椒醬, 600g, 2瓶",2
辣椒,7,"寧記 辣椒大王, 390g, 1罐",2,"辣椒乾, 18g, 1罐",2,"辣椒醬, 1kg, 1瓶",2
辣椒,8,"gomgom 韓國產辣椒粉 中辣, 110g, 1罐",2,"辣椒醬, 500克, 1個",2,"情趣按摩器+辣椒粉, 10ml, 1組",2
辣椒,9,"金蘭 剝皮辣椒, 450g, 3罐",2,"辣椒醬, 1個, 210克",2,"辣椒醬, 600g, 4瓶",2
辣椒,10,"義美 蒜蓉辣椒醬, 230g, 1罐",2,"辣椒碎, 100克, 1個",2,"向記 狠辣辣椒醬, 150g, 5罐",2
造型霜,1,"TAN NA 坦娜 造型霜, 350ml, 2罐",2,"LOWELL 造型髮霜, 120ml, 1組",2,"R+Co 造型髮雕霜, 1個, 147ml",2
造型霜,2,"KUNDAL 昆黛爾 捲髮定型霜 婚禮花束香, 1個, 130ml",2,"農夫造型霜, 1個, 150克",2,"簡單塑型造型髮膏, 120ml, 1條",2
造型霜,3,"CP-1 造型護理霜, 150ml, 1條",2,"For:Beaut 捲髮造型霜, 1個, 150ml",2,"15格花朵造型香膏矽膠模具, 隨機發貨",2
造型霜,4,"TAN NA 坦娜 造型霜, 350ml, 1罐",2,"For:Beaut 捲髮造型霜, 2個, 150ml",2,"捲髮霜, 3個, 297克",2
造型霜,5,"For:Beaut 捲髮造型霜, 1個, 150ml",2,"For:Beaut 捲髮造型霜, 3個, 150ml",2,"全藝加造型膏 P47-13, 1L, 1個",2
造型霜,6,"DASHU 每日豐盈大容量捲髮霜, 1個, 180ml",2,"For:Beaut 捲髮造型霜, 4個, 150ml",2,"JOHN FRIEDA 直髮蓬鬆長效造形霜, 9個, 141克",2
造型霜,7,"J'SOOP 捲髮造型膏, 1個, 150ml",2,"For:Beaut 捲髮造型霜, 5個, 150ml",2,"crazy skin 牛奶提亮霜, 300g, 混色, 1瓶",2
造型霜,8,"NARD Bouquet Garni Damage RX 捲髮霜, 1個, 100ml",2,"TAN NA 造型霜, 350ml, 3罐",2,"MA CHERIE 瑪宣妮 蜜桃珍珠護髮霜 絲潤感, 180g, 1條",2
造型霜,9,"swagger 維生素捲髮霜, 100g, 1條",2,"TAN NA 造型霜, 350ml, 4罐",2,"MA CHERIE 瑪宣妮 蜜桃珍珠護髮霜 絲潤感, 180g, 6條",2
造型霜,10,"DASHU 濕髮捲髮霜, 150ml, 1條",2,"TAN NA 造型霜, 350ml, 6罐",2,"造型慕斯, 1個, 200ml",2
遮瑕盤,1,"MERYTHOD 完美持妝三色修容遮瑕盤 4.5g, 淺米色+自然米色+桃米色, 1個",2,"NYC 遮瑕遮瑕棒, 1個, 中等的",2,"MAYBELLINE 媚比琳 6色調色遮瑕盤 6g, 1個, 光",2
遮瑕盤,2,"THe SaeM 得鮮 完美三色遮瑕膏, 01, 13.5g, 1個",2,"COVERGIRL 遮瑕盤, 1個, 黃色,綠色,紫色",2,"Bling Glow 4色遮瑕盤 6.4g, 單色, 4個",2
遮瑕盤,3,"THe SaeM 得鮮 完美三色遮瑕膏, 02, 13.1g, 1個",2,"SHANY 4層修容遮瑕盤, 1個, 混色",2,"LAURA MERCIER 蘿拉蜜思 2色遮瑕盤 5.92g, 4入, 6號",2
遮瑕盤,4,"the SAEM 得鮮 Cover Perfection 三色遮瑕膏, 1個, 03 Correct Up Beige",2,"L.A. COLORS 遮瑕盤, 1個, 中等的",2,"LAURA MERCIER 蘿拉蜜思 2色遮瑕盤 5.92g, 1入, 3號",2
遮瑕盤,5,"CATRICE 卡翠絲 5色遮瑕盤 6g, 混色, 1個",2,"Bling Glow 4色遮瑕盤 6.4g, 單色, 1個",2,"Bling Glow 4色遮瑕盤 6.4g, 單色, 3個",2
遮瑕盤,6,"auau Perfect 遮瑕盤 7.5g+刷子+手指粉撲組, 1組, Light Beige&Natural Beige&Peach Beige(遮瑕膏)",2,"Bling Glow 4色遮瑕盤 6.4g, 單色, 2個",2,"e.l.f. 完美混合遮瑕膏, 1個, 淺米色",2
遮瑕盤,7,"CEZANNE palette 遮瑕膏 4.5g, 混色, 1個",2,"Bling Glow 4色遮瑕盤 6.4g, 單色, 3個",2,"LAURA MERCIER 蘿拉蜜思 2色遮瑕盤 5.92g, 1入, 7號",2
